"","ds","trend","additive_terms","additive_terms_lower","additive_terms_upper","daily","daily_lower","daily_upper","weekly","weekly_lower","weekly_upper","yearly","yearly_lower","yearly_upper","multiplicative_terms","multiplicative_terms_lower","multiplicative_terms_upper","yhat_lower","yhat_upper","trend_lower","trend_upper","yhat"
"77",2016-03-17,390.822407607337,124.815086999283,124.815086999283,124.815086999283,58.9930973075968,58.9930973075968,58.9930973075968,11.7826176089702,11.7826176089702,11.7826176089702,54.039372082716,54.039372082716,54.039372082716,0,0,0,325.515913086249,682.419505163155,390.822407607337,390.822407607337,515.63749460662
"78",2016-03-18,391.075240857708,111.603577296312,111.603577296312,111.603577296312,58.9930973075968,58.9930973075968,58.9930973075968,0.233506004901661,0.233506004901661,0.233506004901661,52.3769739838135,52.3769739838135,52.3769739838135,0,0,0,326.910177693727,678.405458011085,391.075240857708,391.075240857708,502.678818154019
"79",2016-03-19,391.328074108078,98.532452001535,98.532452001535,98.532452001535,58.9930973075968,58.9930973075968,58.9930973075968,-11.1872100813376,-11.1872100813376,-11.1872100813376,50.7265647752758,50.7265647752758,50.7265647752758,0,0,0,310.357454891062,675.104043580157,391.328074108078,391.328074108078,489.860526109613
"80",2016-03-20,391.580907358448,109.278305848878,109.278305848878,109.278305848878,58.9930973075968,58.9930973075968,58.9930973075968,1.16983540370733,1.16983540370733,1.16983540370733,49.1153731375736,49.1153731375736,49.1153731375736,0,0,0,331.921201894291,678.204523903115,391.580907358448,391.580907358448,500.859213207326
"81",2016-03-21,391.833740608819,103.996122050445,103.996122050445,103.996122050445,58.9930973075968,58.9930973075968,58.9930973075968,-2.56867915122067,-2.56867915122067,-2.56867915122067,47.5717038940691,47.5717038940691,47.5717038940691,0,0,0,319.205268842451,685.893130577002,391.833740608819,391.833740608819,495.829862659264
"82",2016-03-22,392.086573859189,96.6504509339098,96.6504509339098,96.6504509339098,58.9930973075968,58.9930973075968,58.9930973075968,-8.4666681559293,-8.4666681559293,-8.4666681559293,46.1240217822423,46.1240217822423,46.1240217822423,0,0,0,308.634543058823,658.492274171443,392.086573859189,392.086573859189,488.737024793099
"83",2016-03-23,392.33940710956,112.829687991102,112.829687991102,112.829687991102,58.9930973075968,58.9930973075968,58.9930973075968,9.036598370892,9.036598370892,9.036598370892,44.7999923126137,44.7999923126137,44.7999923126137,0,0,0,324.824787151545,676.852485743507,392.33940710956,392.33940710956,505.169095100662
"84",2016-03-24,392.59224035993,114.401225986964,114.401225986964,114.401225986964,58.9930973075968,58.9930973075968,58.9930973075968,11.7826176089787,11.7826176089787,11.7826176089787,43.6255110703889,43.6255110703889,43.6255110703889,0,0,0,325.616626078542,686.990890960261,392.59224035993,392.59224035993,506.993466346894
"85",2016-03-25,392.845073610301,101.850356553797,101.850356553797,101.850356553797,58.9930973075968,58.9930973075968,58.9930973075968,0.233506004928019,0.233506004928019,0.233506004928019,42.6237532412723,42.6237532412723,42.6237532412723,0,0,0,319.172826235993,666.733797297465,392.845073610301,392.845073610301,494.695430164098
"86",2016-03-26,393.097906860671,89.6201618351405,89.6201618351405,89.6201618351405,58.9930973075968,58.9930973075968,58.9930973075968,-11.1872100813198,-11.1872100813198,-11.1872100813198,41.8142746088634,41.8142746088634,41.8142746088634,0,0,0,303.543991197368,660.627887567635,393.097906860671,393.097906860671,482.718068695811
