"","ds","trend","additive_terms","additive_terms_lower","additive_terms_upper","holidays","holidays_lower","holidays_upper","monthly","monthly_lower","monthly_upper","New Year's Day","New Year's Day_lower","New Year's Day_upper","weekly","weekly_lower","weekly_upper","yearly","yearly_lower","yearly_upper","multiplicative_terms","multiplicative_terms_lower","multiplicative_terms_upper","yhat_lower","yhat_upper","trend_lower","trend_upper","yhat"
"2381",2022-07-10,32.5951899463397,-95.4265294993927,-95.4265294993927,-95.4265294993927,0,0,0,-13.9583879864503,-13.9583879864503,-13.9583879864503,0,0,0,5.14769215529002,5.14769215529002,5.14769215529002,-86.6158336682324,-86.6158336682324,-86.6158336682324,0,0,0,-245.18323479228,124.05589800557,-11.5805490639292,76.7365353044272,-62.831339553053
"2382",2022-07-11,32.6311737713425,-119.760112119165,-119.760112119165,-119.760112119165,0,0,0,-31.8734170899711,-31.8734170899711,-31.8734170899711,0,0,0,-0.346675728531977,-0.346675728531977,-0.346675728531977,-87.5400193006623,-87.5400193006623,-87.5400193006623,0,0,0,-271.464483192999,98.7693410789569,-11.8316797845651,77.1489119290693,-87.1289383478228
"2383",2022-07-12,32.6671575963454,-103.730876502213,-103.730876502213,-103.730876502213,0,0,0,-8.19677438614104,-8.19677438614104,-8.19677438614104,0,0,0,-7.28457253943389,-7.28457253943389,-7.28457253943389,-88.2495295766376,-88.2495295766376,-88.2495295766376,0,0,0,-265.988244717751,100.943581598523,-12.082810505201,77.5625711923661,-71.0637189058671
"2384",2022-07-13,32.7031414213483,-112.778652521151,-112.778652521151,-112.778652521151,0,0,0,-24.045246965399,-24.045246965399,-24.045246965399,0,0,0,-0.048809841876112,-0.048809841876112,-0.048809841876112,-88.6845957138758,-88.6845957138758,-88.6845957138758,0,0,0,-255.506056350063,104.420847882575,-12.3339412258369,77.9762304556628,-80.0755110998026
"2385",2022-07-14,32.7391252463512,-117.762759754255,-117.762759754255,-117.762759754255,0,0,0,-37.5776916814637,-37.5776916814637,-37.5776916814637,0,0,0,8.6025739405051,8.6025739405051,8.6025739405051,-88.7876420132964,-88.7876420132964,-88.7876420132964,0,0,0,-271.219014481678,96.3349260852937,-12.7417266670139,78.3810511924344,-85.0236345079038
"2386",2022-07-15,32.7751090713541,-62.7388511349733,-62.7388511349733,-62.7388511349733,0,0,0,23.5859712010001,23.5859712010001,23.5859712010001,0,0,0,2.17963056397886,2.17963056397886,2.17963056397886,-88.5044528999523,-88.5044528999523,-88.5044528999523,0,0,0,-212.827694168659,147.966303929981,-13.2439569113377,79.0293842569328,-29.9637420636193
"2387",2022-07-16,32.8110928963569,-69.7465941259178,-69.7465941259178,-69.7465941259178,0,0,0,26.2885175967166,26.2885175967166,26.2885175967166,0,0,0,-8.24983854997842,-8.24983854997842,-8.24983854997842,-87.785273172656,-87.785273172656,-87.785273172656,0,0,0,-211.839124446435,156.657038923043,-13.6145410812209,79.439729637072,-36.9355012295608
"2388",2022-07-17,32.8470767213598,-99.5252450483397,-99.5252450483397,-99.5252450483397,0,0,0,-18.0871167327933,-18.0871167327933,-18.0871167327933,0,0,0,5.14769215529959,5.14769215529959,5.14769215529959,-86.585820470846,-86.585820470846,-86.585820470846,0,0,0,-255.629486789952,126.239426553018,-13.8570612452667,79.7426928035032,-66.6781683269799
"2389",2022-07-18,32.8830605463627,-100.30616610554,-100.30616610554,-100.30616610554,0,0,0,-15.091298865536,-15.091298865536,-15.091298865536,0,0,0,-0.346675728536966,-0.346675728536966,-0.346675728536966,-84.8681915114671,-84.8681915114671,-84.8681915114671,0,0,0,-243.671393026453,105.537493775831,-14.2726382186053,80.0456559699344,-67.4231055591774
"2390",2022-07-19,32.9190443713656,-99.070282505145,-99.070282505145,-99.070282505145,0,0,0,-9.18406344890413,-9.18406344890413,-9.18406344890413,0,0,0,-7.28457253942847,-7.28457253942847,-7.28457253942847,-82.6016465168123,-82.6016465168123,-82.6016465168123,0,0,0,-246.468276311994,127.143164078293,-14.6043489556562,80.4581860354433,-66.1512381337794
"2391",2022-07-20,32.9550281963685,-91.138899255954,-91.138899255954,-91.138899255954,0,0,0,-11.3268300547812,-11.3268300547812,-11.3268300547812,0,0,0,-0.0488098418611595,-0.0488098418611595,-0.0488098418611595,-79.7632593593117,-79.7632593593117,-79.7632593593117,0,0,0,-237.771545720861,124.549818861096,-14.7142377426674,80.87184529874,-58.1838710595856
"2392",2022-07-21,32.9910120213713,-73.0105032154592,-73.0105032154592,-73.0105032154592,0,0,0,-5.27465295869513,-5.27465295869513,-5.27465295869513,0,0,0,8.60257394051642,8.60257394051642,8.60257394051642,-76.3384241972805,-76.3384241972805,-76.3384241972805,0,0,0,-219.143027574101,135.013476031245,-14.8567573180454,81.2855045620369,-40.0194911940879
"2393",2022-07-22,33.0269958463742,-70.0132018884724,-70.0132018884724,-70.0132018884724,0,0,0,0.128380226438586,0.128380226438586,0.128380226438586,0,0,0,2.17963056403598,2.17963056403598,2.17963056403598,-72.321212678947,-72.321212678947,-72.321212678947,0,0,0,-203.462135161446,157.521245979127,-15.1972497493175,81.6991638253337,-36.9862060420982
"2394",2022-07-23,33.0629796713771,-74.0569151358237,-74.0569151358237,-74.0569151358237,0,0,0,1.90750247317973,1.90750247317973,1.90750247317973,0,0,0,-8.24983854997355,-8.24983854997355,-8.24983854997355,-67.7145790590299,-67.7145790590299,-67.7145790590299,0,0,0,-220.763260642028,145.308644706351,-15.3619875065054,82.1128230886305,-40.9939354644466
"2395",2022-07-24,33.09896349638,-57.1521353750841,-57.1521353750841,-57.1521353750841,0,0,0,0.230586193541259,0.230586193541259,0.230586193541259,0,0,0,5.14769215530418,5.14769215530418,5.14769215530418,-62.5304137239295,-62.5304137239295,-62.5304137239295,0,0,0,-203.116568451899,166.340721408904,-15.9495123419805,82.6251582395885,-24.0531718787041
